we,wnu,ae,anu,theta12,theta23,theta13,J,absJ,unitarity_defect,gap_e,gap_nu,loss
10,12,0.1,-0.1,31.99142606191616,63.77898574220751,8.950561488891323,-0.009338626938101561,0.009338626938101561,5.655092105929845e-16,1.1146030810050875,1.087375865468829,44.82724574142703
-10,-12,0.1,-0.1,31.99142606191616,63.77898574220751,8.950561488891323,0.009338626938101561,0.009338626938101561,5.655092105929845e-16,1.1146030810050875,1.087375865468829,44.82724574142703
6,8,-0.04000000000000001,-0.020000000000000004,30.633346584995444,65.49751552595175,12.088560704429442,0.02614658223527288,0.02614658223527288,2.5468292953595795e-15,3.037769026520539,1.1821650536412582,45.23220773973008
-6,-8,-0.04000000000000001,-0.020000000000000004,30.633346584995444,65.49751552595175,12.088560704429442,-0.02614658223527288,0.02614658223527288,2.5468292953595795e-15,3.037769026520539,1.1821650536412582,45.23220773973008
-12,10,-0.020000000000000004,-0.060000000000000005,35.285292197962924,44.03350193487433,13.194580253423618,0.009455894424320176,0.009455894424320176,7.478569755307851e-16,1.0169878828320382,1.0665281428175768,45.533341998944856
12,-10,-0.020000000000000004,-0.060000000000000005,35.285292197962924,44.03350193487433,13.194580253423618,-0.009455894424320176,0.009455894424320176,7.478569755307851e-16,1.0169878828320382,1.0665281428175768,45.533341998944856
10,-12,-0.04000000000000001,-0.020000000000000004,27.074019558415994,46.61922843009531,8.979917588847444,-0.0025579888308036383,0.0025579888308036383,1.8366191769381654e-15,1.0690771009086155,1.0169878828320382,45.712782475679575
-10,12,-0.04000000000000001,-0.020000000000000004,27.074019558415994,46.61922843009531,8.979917588847444,0.0025579888308036383,0.0025579888308036383,1.8366191769381654e-15,1.0690771009086155,1.0169878828320382,45.712782475679575
-10,12,-0.08,-0.1,44.27558973465325,51.1607873488856,11.560049134142862,-0.04551845279387651,0.04551845279387651,5.978394204077769e-16,1.0647288003033644,1.087375865468829,46.030025134135514
10,-12,-0.08,-0.1,44.27558973465325,51.1607873488856,11.560049134142862,0.04551845279387651,0.04551845279387651,5.978394204077769e-16,1.0647288003033644,1.087375865468829,46.030025134135514
-10,-12,-0.020000000000000004,0.01999999999999999,21.74189953921055,57.37381349590483,9.402672040666053,0.022340204408875165,0.022340204408875165,9.249834473081286e-16,1.0723310378235709,1.0143084165810892,46.06066703346199
