p,beta_mass,mass_amp,score,m1,m2,m3,m2_m1,m3_m2,m3_m1,hierarchy_depth
1.2,0.825,0.6321838822565015,3.9017841135513054,0.28241779425984537,1.0000000000000002,3.540853375123825,3.540853375123828,3.5408533751238243,12.53764262412579,1.0982158864486944
1.2,0.8500000000000001,0.6513409695976077,3.868504844264981,0.2718018585937475,0.9999999999999998,3.6791507062306885,3.679150706230688,3.6791507062306894,13.536149919157776,1.131495155735019
1.2,0.875,0.6704980569387137,3.8352255749786575,0.2615849703402327,1.0000000000000002,3.8228496029391197,3.8228496029391206,3.822849602939119,14.614179086691784,1.1647744250213425
1.2,0.9,0.6896551442798198,3.801946305692333,0.25175212951790477,1.0000000000000009,3.9721610375847076,3.97216103758471,3.972161037584704,15.778063308506017,1.198053694307667
1.2,0.925,0.7088122316209259,3.768667036406009,0.24228889998674352,0.9999999999999991,4.1273042225818575,4.127304222581854,4.127304222581861,17.03464014574203,1.231332963593991
1.2,0.95,0.727969318962032,3.735387767119685,0.2331813882536042,1.0,4.28850693226175,4.288506932261749,4.28850693226175,18.391291708057082,1.264612232880315
1.2,0.9750000000000001,0.7471264063031382,3.7021084978333607,0.22441622307440853,0.9999999999999998,4.4560058372804665,4.4560058372804665,4.456005837280467,19.855988021877597,1.2978915021666393
1.2,1.0,0.7662834936442442,3.668829228547037,0.2159805358230784,0.9999999999999996,4.630046852088351,4.630046852088351,4.630046852088353,21.43733385253326,1.331170771452963
1.2,1.1,0.8429118430086687,3.53571215140174,0.18529174686129696,1.0,5.396894448561519,5.39689444856152,5.396894448561519,29.12646968891415,1.4642878485982598
1.2,1.1500000000000001,0.8812260176908809,3.4691536128290923,0.17162352051516516,1.0000000000000002,5.826707184413203,5.826707184413206,5.826707184413202,33.95051661289245,1.5308463871709077
1.2,1.2000000000000002,0.9195401923730931,3.4025950742564435,0.15896354421046086,1.0,6.290750530046331,6.290750530046331,6.290750530046331,39.573542231278196,1.5974049257435563
1.2,1.25,0.9578543670553052,3.336036535683796,0.14723744339994638,1.0000000000000004,6.791750636987524,6.7917506369875245,6.791750636987521,46.12787671502042,1.663963464316204
1.2,1.3,0.9961685417375175,3.2694779971111476,0.13637632984736753,1.0,7.332650769522837,7.3326507695228385,7.332650769522837,53.76776730778386,1.7305220028888522
1.2,1.35,1.0344827164197297,3.2029194585384992,0.12631639692437607,1.0000000000000002,7.916628595721316,7.91662859572132,7.916628595721314,62.67300832259247,1.7970805414615005
1.2,1.4000000000000001,1.0727968911019419,3.1363609199658518,0.11699854476076836,0.9999999999999998,8.54711485552868,8.547114855528674,8.547114855528681,73.05317235359901,1.8636390800341485
1.2,1.4500000000000002,1.1111110657841543,3.069802381393203,0.10836803304588173,1.0000000000000007,9.22781351560208,9.227813515602083,9.227813515602074,85.15254227872839,1.930197618606797
